source,sample_date,analyte,data,uniqueID
BAY#211_SL,2021/03/15,COLI_E,10,7CCADB5E35507FF41B80F00210B953FA
BAY#211_SL,2021/03/15,COLI_TOTAL,10,FAB11993819FB8E5AD438268B8DDF138
BAY#211_SL,2021/03/15,ENTERO,<10,CE0732C3269983E98B13AFB47B981DF5
BAY#210.1_SL,2021/04/12,ENTERO,20,6E436BA4BE99E43B2F4389D7BAC63187
BAY#301.1_SL,2020/10/27,COLI_E,155,82851062CC5829CF4E1502D6880D6CC5
BAY#301.1_SL,2020/10/27,COLI_TOTAL,5794,2F0524CF5238D1787CA3A16D23AA1A44
BAY#301.1_SL,2020/10/27,ENTERO,10,C9B4C29633EF8E632C7A2CF65B22A435
BAY#301.1_SL,2020/10/26,COLI_E,345,93B1E440F65BF7C9968575D3D9188A34
BAY#301.1_SL,2020/10/26,COLI_TOTAL,12033,E581C7FD38041B22484CAF2FA4F84324
BAY#301.1_SL,2020/10/26,ENTERO,41,665988DDFC42C603AF04E112C656E1DD
BAY#202.5_SL,2021/10/13,COLI_FECAL,<5,2B3A102E41811A785807BB6A23578B38
BAY#300.1_SL,2021/01/19,COLI_E,<10,12F64AC1B957D52BE05FF884EA8A3BAB
BAY#300.1_SL,2021/01/19,COLI_TOTAL,384,3A3C3A2720ED5625377D1138509E12F7
OCEAN#15EAST_SL,2020/09/02,COLI_E,10,1BA2B964AE0F9C9262CC6A9E39EAC927
OCEAN#15_SL,2020/08/10,COLI_E,<10,DC7117551EE99005F3D5B594D492A57B
OCEAN#15_SL,2020/08/10,COLI_TOTAL,455,AEE476DAE789146753E26589E33909A3
OCEAN#15_SL,2020/08/10,ENTERO,<10,5E05A93E356967F38CC54059CB87E066
OCEAN#15EAST_SL,2020/09/02,COLI_TOTAL,75,98A89C9FEFD9594157A0A887EC23A562
OCEAN#15EAST_SL,2020/09/02,ENTERO,31,EC13BF60EFE22777D221DD288FCAD99A
OCEAN#15EAST_SL,2020/09/01,COLI_E,<10,9FB2181046D730E08741AE98E73A4383
OCEAN#15EAST_SL,2020/09/01,COLI_TOTAL,109,0BC005B6A2CC6855C62A7DE9370006B9
OCEAN#15EAST_SL,2020/09/01,ENTERO,10,DFE3067FEB782D90F809744B865CC9F2
OCEAN#15EAST_SL,2020/08/31,COLI_E,<10,E473F7AC5BD3AD56FCA716F1C7ED4EB5
OCEAN#15EAST_SL,2020/08/31,COLI_TOTAL,109,E13367D0B5C51E95E92E2CA9B34ED884
OCEAN#15EAST_SL,2020/08/31,ENTERO,10,1472BB00C566D939B616E89B9802FADF
BAY#300.1_SL,2021/01/19,ENTERO,<10,16B1C00D598B87F6624526BBA8DE724F
BAY#202.5_SL,2021/07/06,COLI_FECAL,10,E54DE1D7F3AD755BD4DA4E5B76F26BE6
BAY#202.5_SL,2021/05/24,COLI_FECAL,<5,A318F3C52162242AFA24490C8A070889
BAY#220_SL,2021/02/16,COLI_E,30,86F41C6B8DBB3D293D03A31CFBD60A8D
BAY#220_SL,2021/02/16,COLI_TOTAL,528,CFDE56C95580BFAA1CBB0429C20F98AA
BAY#220_SL,2021/02/16,ENTERO,10,E3239F83631091A834F3B05016BF5901
BAY#202.5_SL,2021/05/24,COLI_TOTAL,<10,B350316058B7339E35D1BCE91C495D27
BAY#202.5_SL,2021/10/13,COLI_TOTAL,30,75D076827C8755E05A71546A18D0A34F
BAY#301.2_SL,2020/10/14,COLI_E,52,815907B61A39278DEDF2149AA30D5A58
BAY#301.2_SL,2020/10/14,COLI_TOTAL,298,409066F22168AE9B9DBD7A7BE4B4AEDD
BAY#301.2_SL,2020/10/14,ENTERO,<10,6898FD1473844362B0943B4476258C72
OCEAN#15EAST_SL,2020/09/15,COLI_E,<10,81C0B3E41FF86A08E6D5DAEE6E83CC52
OCEAN#15EAST_SL,2020/09/15,COLI_TOTAL,41,65D87021FB203444026F81FFABC4948D
OCEAN#15EAST_SL,2020/09/15,ENTERO,<10,3D6E1E37623D28BF56E867E8B5769FAC
OCEAN#15EAST_SL,2020/09/14,COLI_E,20,63E384030035E1CBD57512C2D0361643
OCEAN#15EAST_SL,2020/09/14,COLI_TOTAL,63,4BF7127F662B2D2A507C3D86D61EF80F
BAY#301.2_SL,2020/10/13,COLI_E,1860,835B06F92532226AC01CC781C271C651
OCEAN#15EAST_SL,2020/09/14,ENTERO,228,1842CA64E01FB1DB228A8DEFD7477EC8
BAY#320_SL,2020/09/28,COLI_E,160,7D7B5A38761FB5231DA56C0E8B279724
BAY#320_SL,2020/09/28,COLI_TOTAL,934,8DBD3B6C53D76EBA1259C8D11E86AC2B
BAY#320_SL,2020/09/28,ENTERO,10,4F8570BC435D324B1A285236A66DCD35
BAY#301.2_SL,2020/10/13,COLI_TOTAL,2909,00533ABCBB159564A942D4A88BB5F673
BAY#301.2_SL,2020/10/13,ENTERO,<10,348640EFCC346FD878F626C2A495B75C
BAY#202.5_SL,2021/05/24,ENTERO,<10,BD6BC7632472BBADEA7AEDB889711518
OCEAN#16_SL,2020/08/10,COLI_E,<10,35E0DAD369E8E4298E40F0F78E21200D
OCEAN#16_SL,2020/08/10,COLI_TOTAL,<10,0E4FF6BB9F0A48F7CDA74C67B26115DD
OCEAN#16_SL,2020/08/10,ENTERO,<10,F8AB69319344A9E147D3AF8618204EEF
BAY#202.5_SL,2021/07/06,COLI_TOTAL,10,96889E5C32192F3A711306AAA46898E1
BAY#300.1_SL,2020/12/07,COLI_E,131,6D91745542D399E583BB1DC4F540A2A5
BAY#300.1_SL,2020/12/07,COLI_TOTAL,3873,5E28B42DF18F562F43C1423E2F89F8A1
BAY#300.1_SL,2020/12/07,ENTERO,10,7AE0DA1782452BB27995002DD8E49479
BAY#202.5_SL,2021/07/06,ENTERO,<10,336333112695864EC3B005B9A1EED85D
BAY#300.1_SL,2020/12/21,COLI_E,10,0A5165ABED110B0A0E459F3908B324E3
BAY#300.1_SL,2020/12/21,COLI_TOTAL,576,F5317A81151C8C5850B200D7B2532DAE
BAY#300.1_SL,2020/12/21,ENTERO,10,4FB8E67E987A1F33FE6A15D72E8703E0
BAY#202.5_SL,2021/10/13,ENTERO,10,62033146747085C2DAF28AB92356D4F9
BAY#202.5_SL,2021/07/19,COLI_TOTAL,<10,940888DB4F95BA401672A5AF878D6392
BAY#202.5_SL,2021/07/19,ENTERO,<10,BC5C567370B8565546D007543D6FD4FC
BAY#210.1_SL,2021/04/26,COLI_FECAL,<5,9783F7FB441444962DA05B7D01385F0B
BAY#211_SL,2021/03/31,COLI_E,41,EE89AA6709523EA13C07F51E3B381D1C
BAY#211_SL,2021/03/31,COLI_TOTAL,63,7D801A8EAB35C7596F10FD73148BCE29
BAY#211_SL,2021/03/31,ENTERO,20,59A3D2308476B412299B7A1B74B1CEA4
BAY#210.1_SL,2021/04/26,COLI_TOTAL,108,618341B8426CDA7D4A6B15A83C648D4E
BAY#210.1_SL,2021/04/26,ENTERO,<10,23ABFA2C33096BAF784B0C68FFDBF2F5
BAY#202.5_SL,2021/10/12,COLI_FECAL,610,3510F8D2C46034CAB502F64E2747A03B
OCEAN#15_SL,2021/10/22,COLI_FECAL,1240,02A05C80DDCE3F2D8FC9CCD6D92E64DA
OCEAN#15_SL,2020/09/02,COLI_E,134,191B063093C1BBE0D9E36DF42A84C188
OCEAN#15_SL,2020/09/02,COLI_TOTAL,388,DDDBFFB39452F00D37688913E82AFDD0
OCEAN#15_SL,2020/09/02,ENTERO,96,1435CD60FD1BBF1C79FE533AE97267FA
OCEAN#15_SL,2020/09/01,COLI_E,256,B6491344EEBDF3AC0588E47C46F249CA
OCEAN#15_SL,2020/09/01,COLI_TOTAL,5475,5ABD417A790F7C0400E01571B81EFF83
OCEAN#15_SL,2020/09/01,ENTERO,146,A6EF31B6F5F941F5C87AA58D4C697803
OCEAN#15_SL,2020/08/31,COLI_E,41,A69523D1B77F2A999E6BA6E514C948A4
OCEAN#15_SL,2020/08/31,COLI_TOTAL,309,A7AE23BD9FCAB8297F913DDE617EC0C6
OCEAN#15_SL,2020/08/31,ENTERO,120,4BB58E2E3AFCB3BC4B8E9D715DFBA219
BAY#300.1_SL,2021/01/05,COLI_E,10,49FE9BBA0683C203C4A1DA0EFF48625A
BAY#300.1_SL,2021/01/05,COLI_TOTAL,288,13577023F815A60A7F0ED26C9E619A6F
BAY#300.1_SL,2021/01/05,ENTERO,<10,2AD7EFBE9D1D6119C486B4236C2D919E
BAY#300.1_SL,2021/01/04,COLI_E,146,86FC278CD4EC7A7B91CFD96C90CE7827
BAY#300.1_SL,2021/01/04,COLI_TOTAL,676,08BF49920D1B7BBA14DF0EFD453C3EDB
OCEAN#17_SL,2020/08/10,COLI_E,<10,B95B1E7065117846CD57082FDC759AE3
OCEAN#17_SL,2020/08/10,COLI_TOTAL,<10,538C451BF3C8ABF883597B9A6F6F311B
OCEAN#17_SL,2020/08/10,ENTERO,<10,823891C4E13E6E37049B9DA34B5D5954
BAY#300.1_SL,2021/01/04,ENTERO,323,BF2CE807323F2E416B79EE864CBD862E
BAY#202.5_SL,2021/10/12,COLI_TOTAL,17600,C4F720F17D34BA639BED758313025862
BAY#202.5_SL,2021/06/21,COLI_FECAL,<5,AF1D953842690B9C5B8585D0CCBFF408
BAY#202.5_SL,2021/06/21,COLI_TOTAL,<10,832B3064B52CB0DA97A512048ECD309D
BAY#220_SL,2021/03/01,COLI_E,<10,B63E6184AEDF13F139A83DE3CED61E91
BAY#202.5_SL,2021/02/01,COLI_E,<10,6792995B99A2A892C9F5B75C81F35E7F
BAY#202.5_SL,2021/02/01,COLI_TOTAL,52,C5ED43376D57CDF1FA71A71E0B1480CA
BAY#301.2_SL,2020/10/26,COLI_E,41,38DDF780D190A5E49A8FE672A0E13721
BAY#320_SL,2020/10/13,COLI_E,75,FD676A78BF4865DCFD058B475BEB4FD9
OCEAN#15_SL,2020/09/15,COLI_E,30,797D2C8F660FFCD3B1042AB12ABE40C2
OCEAN#15_SL,2020/09/15,COLI_TOTAL,144,D80945F377F55A737F890763CEBBDA20
OCEAN#15_SL,2020/09/15,ENTERO,10,7D904F5BE0F6C527F579F58DB91EF7B0
OCEAN#15_SL,2020/09/14,COLI_E,86,CBA8A8E9CFD550D45EC9EFB3609F532A
OCEAN#15_SL,2020/09/14,COLI_TOTAL,487,47567ADDDA1B4D87105A763E428EF609
OCEAN#15_SL,2020/09/14,ENTERO,110,BBD4817657ED4F8F165DE85B3DF175ED
BAY#320_SL,2020/10/13,COLI_TOTAL,388,A8BA3387810210D4932833BB0930B0C1
BAY#320_SL,2020/10/13,ENTERO,10,3EF5F1B456B131AB62B301A99193B2CA
BAY#301.2_SL,2020/10/26,COLI_TOTAL,183,E6263A764A9801A5B6A0362027E5FC51
BAY#301.2_SL,2020/10/26,ENTERO,<10,C265C00595B8A9797CBC18F172079E6A
OCEAN#15EAST_SL,2020/09/28,COLI_E,10,6848EF144B7ED191A73BA7B8AC0BCD24
OCEAN#15EAST_SL,2020/09/28,COLI_TOTAL,30,9549050190AAE21F94C183ED78D1EE4C
OCEAN#15EAST_SL,2020/09/28,ENTERO,<10,8F7A1A80E8D4AF27C584F3CAEF121BB2
BAY#202.5_SL,2021/02/01,ENTERO,10,1CAD9B015AEDA115F9A356C988CA093F
BAY#220_SL,2021/03/01,COLI_TOTAL,594,F24794BC58C761BA8D876C71D83D3BE7
BAY#220_SL,2021/03/01,ENTERO,<10,92CA52B00779670409D50ABD2C4675AB
BAY#202.5_SL,2021/06/21,ENTERO,<10,A69040645F6C376DB258165E2DFB74B9
BAY#202.5_SL,2021/10/12,ENTERO,432,D34B112D869EAEDAB7F41E176851CB1B
BAY#210.1_SL,2021/05/10,COLI_FECAL,<5,5214471FAFB257E285616DD7EA1D0196
BAY#210.1_SL,2021/05/10,COLI_TOTAL,<10,A5F8DD42BB71E2438AFFC0D82DF73C3A
BAY#210.1_SL,2021/05/10,ENTERO,<10,9F235444E42204AEB4852BACE281477C
OCEAN#16_SL,2020/08/31,COLI_E,<10,9641329ED375EA6351D2990E9A6510DE
OCEAN#16_SL,2020/08/31,COLI_TOTAL,52,9B9075A2D2B3046343C5176D985B2CE4
OCEAN#18_SL,2020/08/10,COLI_E,<10,9A30B1DF2692BF8A70858642ADD38870
OCEAN#18_SL,2020/08/10,COLI_TOTAL,199,F0847F34C227049BAEBC065A755CA2E5
OCEAN#18_SL,2020/08/10,ENTERO,<10,61C2DDFBD0D67BB6E935A7C025749D0B
OCEAN#16_SL,2020/08/31,ENTERO,<10,CDE65E273DBA94C29DCDF94CB438D35B
BAY#202.4_SL,2021/12/13,COLI_TOTAL,4600,1CA196A5AC825B9667CD993EE645FFAF
BAY#301.1_SL,2020/11/24,COLI_E,52,219128360B012C85AC445FEB382AFA55
BAY#301.1_SL,2020/11/09,COLI_E,63,7DB9FBE0022C721DBF4E2819D97FD1C7
BAY#301.1_SL,2020/11/09,COLI_TOTAL,1246,AF3136E53D78933B6800483AAA396160
BAY#301.1_SL,2020/11/09,ENTERO,<10,1FBC0507A7C6F965CBDE5B24A1588BC8
BAY#301.1_SL,2020/11/24,COLI_TOTAL,987,2123CD405014FD5A907EC93F23B053CA
BAY#301.1_SL,2020/11/24,ENTERO,20,C7E4BCEAE640D449230A00296D05936D
BAY#301.1_SL,2020/11/23,COLI_E,52,AAC16ED8C58C19998806777EF43D48A8
BAY#301.1_SL,2020/11/23,COLI_TOTAL,110,65D8DEE04ECF3E1BB759BC167F0EBBEB
BAY#301.1_SL,2020/11/23,ENTERO,213,D3DA7ABBBD88A482E3B4ABE0DAE8B7C8
BAY#220_SL,2021/03/15,COLI_E,10,6D1237FA8452C9A9C28A062D4FF26906
BAY#220_SL,2021/03/15,COLI_TOTAL,512,C9CD925831D913836CBBADE4CA834594
BAY#220_SL,2021/03/15,ENTERO,20,ED0DA75AEE4BCC459BD948FF4A31B970
BAY#202.4_SL,2021/12/13,ENTERO,315,412395AAA6C21ACBC89520A20742186A
BAY#202.4_SL,2021/12/06,COLI_TOTAL,60,4409C6FB56A3334DD7A6BF9BCA657BCA
BAY#211_SL,2021/04/12,COLI_FECAL,60,3F161093C671A7518BA88C872ECA47FE
BAY#211_SL,2021/04/12,COLI_TOTAL,30,F723191C2A6BF6248845283817050F6F
BAY#211_SL,2021/04/12,ENTERO,10,BE3880E1ECE7F33130137F30515B1642
BAY#202.5_SL,2022/02/22,COLI_FECAL,5,2CB2AAA8C0790332CA71719A9E882166
BAY#202.5_SL,2022/02/22,COLI_TOTAL,<10,3C75E39243D774C2DD796C1938A9AFCB
OCEAN#16_SL,2020/09/14,COLI_E,<10,E2BCAB68AEB4E17BAF035D7014CC29CF
OCEAN#16_SL,2020/09/14,COLI_TOTAL,31,FD34E6AC95CF428C764666C79D1633BA
OCEAN#16_SL,2020/09/14,ENTERO,<10,F88AEB84C36A9DF524B4C8A68425013C
BAY#220_SL,2021/03/31,COLI_E,<10,CAF8507095D0BA2C0E8B37D196E817C4
BAY#220_SL,2021/03/31,COLI_TOTAL,305,F5D384039C80A72DCC4CA923B6F7C6F4
BAY#220_SL,2021/03/31,ENTERO,<10,5EEFF392BE1B752E612E9A7F728AED9E
BAY#202.5_SL,2022/02/22,ENTERO,<10,346051C4E8442F21B9860FE69535C998
BAY#320_SL,2020/10/26,COLI_E,31,DF846A11BE04C433B12C022227C9E100
OCEAN#15EAST_SL,2020/10/13,COLI_E,<10,D475606D880C6943BBAECE09CEE3B31F
OCEAN#15EAST_SL,2020/10/13,COLI_TOTAL,31,424B0BC5D9127F2526CD40AFCD8D35E8
OCEAN#15EAST_SL,2020/10/13,ENTERO,<10,51BBA302398650F3641DD3C753152F9C
BAY#320_SL,2020/10/26,COLI_TOTAL,393,6A8EBAB9AD28350B49CC4251F11A47DE
BAY#320_SL,2020/10/26,ENTERO,20,C6D5268FF4710E02A09B94E46DA16AC4
BAY#230_SL,2021/03/15,ENTERO,<10,F6EF11C522FB0447863ADB175B7BE1C6
OCEAN#15_SL,2020/09/28,COLI_E,384,82C387E021270A6E094C6D7B65F4B663
OCEAN#15_SL,2020/09/28,COLI_TOTAL,820,A0EE2F8D2762DA1635C996CA6682FCA1
OCEAN#15_SL,2020/09/28,ENTERO,10,E96C816CD49DD6ED37CD7E1D0571ACC5
BAY#300.1_SL,2021/02/16,COLI_E,<10,4EEA1D6CFF75195A35B8AD3D2ED15D93
BAY#300.1_SL,2021/02/16,COLI_TOTAL,110,7E0D22895ACADA7395A6F3DBDB6B1202
BAY#300.1_SL,2021/02/16,ENTERO,<10,DD2795BF52ECF86CD676A643332C247F
BAY#202.5_SL,2021/10/26,COLI_FECAL,25,459597E3D3790CBF82F8A2610FC396BF
BAY#202.5_SL,2021/10/26,COLI_TOTAL,168,3A1CAD690DDF5F3D8B92981E4627A884
BAY#301.1_SL,2020/12/07,COLI_E,<10,B47F1250BC6538DA30414D8034BB2797
BAY#301.1_SL,2020/12/07,COLI_TOTAL,987,C883B4A677BA69E836D74FE5CBEB37EF
BAY#301.1_SL,2020/12/07,ENTERO,<10,6AE5410418D214FB41BEA3D10823B9DB
BAY#301.1_SL,2021/01/19,COLI_E,10,C7E33B8EAA413B3F94DD0DE3ABB07903
BAY#301.1_SL,2021/01/19,COLI_TOTAL,6893,BBF71B922FB8356F32BA865D7C22855F
BAY#301.1_SL,2021/01/19,ENTERO,20,4F5469EBB57C7E0D569A08B4874E6B9C
BAY#210.1_SL,2021/07/06,COLI_TOTAL,<10,D2674DCC49078ACC7E0E3478B588FE10
BAY#202.4_SL,2020/08/24,COLI_E,10,DCEB87BD65638813565AFE732BA968B0
BAY#202.4_SL,2020/08/24,COLI_TOTAL,862,2672C5606B31F8D231D4604B336BF435
BAY#202.4_SL,2020/08/24,ENTERO,52,FA7B87AB6488D480E5917B2B18095AA3
BAY#202.4_SL,2020/08/03,COLI_E,20,8F72FB66D6FCFF60CA478E8C44CF6241
BAY#202.4_SL,2020/08/03,COLI_TOTAL,121,C210223C2160BB2E26168ACE267AC9AC
BAY#202.4_SL,2020/08/03,ENTERO,<10,EA335E5F3C4CBBE914D18909D2631E81
BAY#202.4_SL,2020/08/17,COLI_E,96,83F5351412386F4C1625AB68B28B5FFD
BAY#202.4_SL,2020/08/17,COLI_TOTAL,332,00258C4218094FCEADD2428B056383CA
BAY#202.4_SL,2020/08/17,ENTERO,<10,434E9F18E034CE4EE41D6DB77093D843
BAY#202.5_SL,2020/08/24,COLI_E,<10,2A1B6AA096B7B27B6DE1109E28B849A5
BAY#202.5_SL,2020/08/24,COLI_TOTAL,63,E599AD5F1BA8CB06752BF7B57A616C40
BAY#202.5_SL,2020/08/24,ENTERO,<10,105624D2E1113D6DAADEE33F9C570E7A
BAY#202.5_SL,2020/08/03,COLI_E,<10,07402C4BE8E0D889D7F107498AC7A1B8
BAY#202.5_SL,2020/08/03,COLI_TOTAL,74,558AE3EB8C70F5F48C80F1B083DDF2D2
BAY#202.5_SL,2020/08/03,ENTERO,<10,D4A4C0E8E29C002F820AABC6889E272E
BAY#202.5_SL,2020/08/17,COLI_E,10,F278C0697317754C5477D8A62E38F30C
BAY#202.5_SL,2020/08/17,COLI_TOTAL,20,6CC744F3DD9BD9B62A5EF15DB112459A
BAY#202.5_SL,2020/08/17,ENTERO,<10,41723C788C06DA33D6FB2D4B7BA92B65
BAY#211_SL,2020/08/24,COLI_E,<10,3E4E9D1CD1868C3DDA2FC6D7DA01B8C5
BAY#211_SL,2020/08/24,COLI_TOTAL,63,EC9A7EAE8509F39FABBE9CCB4ACD291D
BAY#211_SL,2020/08/04,COLI_E,10,D3E981670BBF2E70A4171D837E5594C0
BAY#211_SL,2020/08/24,ENTERO,<10,2D42BFDD9014DC1DE44216B134F9D9A9
BAY#211_SL,2020/08/04,COLI_TOTAL,41,9C830EE87DF6527860A315983EC8101A
BAY#211_SL,2020/08/04,ENTERO,<10,31FBFB8A8F19D3C360AE593EDE3B1C9C
BAY#211_SL,2020/08/03,COLI_E,2014,9C453C5047DD3891222E454F17F5F649
BAY#211_SL,2020/08/03,COLI_TOTAL,2755,CEBC91AD6CDA51AF6F0D38D4B60B02F7
BAY#211_SL,2020/08/03,ENTERO,20,00E2A30B60E5C60EBF679FEC1F2599A2
BAY#211_SL,2020/08/17,COLI_E,20,4972D1B607D7641F778F9EE849CB9629
BAY#211_SL,2020/08/17,COLI_TOTAL,63,552750A35AC764574D7BFC03579B53F6
BAY#211_SL,2020/08/17,ENTERO,<10,EB550D6FCA696A4EBE38C6D15DBC4C5B
BAY#220_SL,2020/08/03,COLI_E,<10,07BCB34154D6EC9C92F3461EC3D47316
BAY#220_SL,2020/08/03,COLI_TOTAL,1607,C0574D8FB6A4E2C002F976616AAA2820
BAY#220_SL,2020/08/03,ENTERO,<10,0A0C9E5AA0D3D5C167060E8B3E913964
BAY#220_SL,2020/08/24,COLI_E,<10,D258EED1005CC8EDBE492B9D636BF055
BAY#220_SL,2020/08/24,COLI_TOTAL,341,17C5F86E646E56457E86D917EF771E4B
BAY#220_SL,2020/08/24,ENTERO,<10,4883E0D6DA6F8C2DBF1D649AF6C4321E
BAY#220_SL,2020/08/17,COLI_E,86,8ACF33A0A7E763E380C01E72986E0D94
BAY#220_SL,2020/08/17,COLI_TOTAL,336,439B5DF66809D469CE5D38B86CF4F8CF
BAY#220_SL,2020/08/17,ENTERO,<10,23F55C2399891498EF4F1B85A0F5E936
BAY#300.1_SL,2020/08/03,COLI_E,122,D3D9AC64D5F53612AAB499FE67E82E4C
BAY#300.1_SL,2020/08/03,COLI_TOTAL,346,BC9C4E16D42BFFEC8E46E6E81EA71E28
BAY#300.1_SL,2020/08/03,ENTERO,<10,3E156C69E782C9581368A1FA1DED46D2
BAY#300.1_SL,2020/08/24,COLI_E,52,E383345F668D4B31B92B2E28AB3DA834
BAY#300.1_SL,2020/08/24,COLI_TOTAL,658,A648546BACEAF40B4B4580291754DE4B
BAY#300.1_SL,2020/08/24,ENTERO,10,1CE283B88ADFAD608B54D173771EDDC9
BAY#300.1_SL,2020/08/17,COLI_E,145,34B1C6F77DF2CBFC7372848A15C2E939
BAY#300.1_SL,2020/08/17,COLI_TOTAL,1012,91CC993EF0FC02A8FAA9069963051CDF
BAY#300.1_SL,2020/08/17,ENTERO,10,5C3C87183385620561B479AAA468D97B
BAY#301.1_SL,2020/08/05,COLI_E,161,B3F4F5A2ECCD1986DFBF695B2456D320
BAY#301.1_SL,2020/08/05,COLI_TOTAL,2187,7314EC02C11628C9E2AE1ACD1DE10D6D
BAY#301.1_SL,2020/08/05,ENTERO,52,7B8D8436842FD9177620C829B9C9B327
BAY#301.1_SL,2020/08/04,COLI_E,812,527FD10B36B1622FFA82146645EC8DAB
BAY#301.1_SL,2020/08/04,COLI_TOTAL,12997,8B608A1F68C6B98CEE66EBD759ADA643
BAY#301.1_SL,2020/08/04,ENTERO,10,4C4472811AE822B49655CA3BFCAC9516
BAY#301.1_SL,2020/08/03,COLI_E,259,AF4BB02745E0E9F4FEB05820DE1EF78A
BAY#301.1_SL,2020/08/03,COLI_TOTAL,24196,F8CDD14943661493FCDDBA9AC91DA0E5
BAY#301.1_SL,2020/08/03,ENTERO,<10,A34AEA1D989D2E16A4E69E08708552F0
BAY#301.1_SL,2020/08/19,COLI_E,31,C37CE673CDB2EB13616DA6F863418778
BAY#301.1_SL,2020/08/19,COLI_TOTAL,845,A115B2E6CA7922A6DE45849AF12867E4
BAY#301.1_SL,2020/08/19,ENTERO,20,5F2080E6877CD27E4B2947930F76E5B3
BAY#301.1_SL,2020/08/18,COLI_E,683,CAC68FBEF657BDC55744EF4B16AF7928
BAY#301.1_SL,2020/08/18,COLI_TOTAL,3654,A306AA3DE48ED4A10A24193819E7C1C4
BAY#301.1_SL,2020/08/18,ENTERO,187,3D70D481CAC37B3B0D1A5E6944D0080B
BAY#301.1_SL,2020/08/17,COLI_E,2359,B8520B85B790D5693E7404C7FCF2838D
BAY#301.1_SL,2020/08/17,COLI_TOTAL,19863,A1B345FEE43A26DFE01E8E9E2D7873A4
BAY#301.1_SL,2020/08/17,ENTERO,521,88549D351DD6664DF816A79EE6F7E5BE
BAY#301.1_SL,2020/08/24,COLI_E,144,7B1524CDAF5B406EB2F3F3D5DFE1F65F
BAY#301.1_SL,2020/08/24,COLI_TOTAL,3873,6F2C77B04DA4E41CCA5A6C50B0CF8CB0
BAY#301.1_SL,2020/08/24,ENTERO,20,8D549727EEC05A3D8A323F10AA1C8160
BAY#301.2_SL,2020/08/03,COLI_E,20,B744E021470FD812088CE15999C6E141
BAY#301.2_SL,2020/08/03,COLI_TOTAL,474,732E01841944AEC8CF9209702C194F21
BAY#301.2_SL,2020/08/03,ENTERO,10,C74C2FE1A8244028C4B867B07D5DE4FA
BAY#301.2_SL,2020/08/18,COLI_E,31,92C294FBC29D764EDF6927C84B2567AE
BAY#301.2_SL,2020/08/18,COLI_TOTAL,307,65C5220EEC9C9F4E67E6AE4067B4C864
BAY#301.2_SL,2020/08/18,ENTERO,10,E3CD5AC749EDE3238EC3371506E44F9A
BAY#320_SL,2020/08/03,COLI_E,203,5B0D2523B3D6D930AA1AC0830B241344
BAY#320_SL,2020/08/03,COLI_TOTAL,6015,A056521CF6D454E43BBA8C2EE3B2C5CB
BAY#320_SL,2020/08/03,ENTERO,10,C82C8391F2035B1602091FA3954DC99A
BAY#301.2_SL,2020/08/17,COLI_E,10,767D8F4DFB9FEC88D50DE96E3CE5BFEB
BAY#301.2_SL,2020/08/17,COLI_TOTAL,364,21153723F27913EF20F594125DB085D2
BAY#301.2_SL,2020/08/17,ENTERO,448,8000A17AC19E8B0AD85CD979F1C8E9E4
BAY#301.2_SL,2020/08/24,COLI_E,10,73E67A89FB968538DB25B2E9C08D61BA
BAY#301.2_SL,2020/08/24,COLI_TOTAL,359,388E7B9C1FC7369B378A116DB63D79D7
BAY#301.2_SL,2020/08/24,ENTERO,<10,6316989802AB2D27504C95EB9A1C542F
BAY#320_SL,2020/08/18,COLI_E,20,D17122962B41C96913E3BB466631E12F
BAY#320_SL,2020/08/18,COLI_TOTAL,187,39F738BB07B9B6630FF01CA1E3FF4823
BAY#320_SL,2020/08/18,ENTERO,<10,1C34F82B2ECAE7786EF18EAAB0DF10B3
BAY#320_SL,2020/08/17,COLI_E,110,9C528F6AA621FBB17D5EFD433A215C00
BAY#320_SL,2020/08/17,COLI_TOTAL,932,1E161EA155D61C1E14396A677EB6E6C0
OCEAN#15EAST_SL,2020/08/03,COLI_E,20,B96F84C39200567EB7770784E972B79A
OCEAN#15EAST_SL,2020/08/03,COLI_TOTAL,122,75DA22A826DF9AA659FB55223FD45006
OCEAN#15EAST_SL,2020/08/03,ENTERO,<10,5361362F6386A7C92D3BDFBD0AF92C04
BAY#320_SL,2020/08/17,ENTERO,399,9B297778BB33479F34D58C952EB60F41
BAY#320_SL,2020/08/24,COLI_E,20,369109295A8259EF3D1E457FBA13351F
BAY#320_SL,2020/08/24,COLI_TOTAL,175,D96E528D1298F4F444BBA7EC269AE979
BAY#320_SL,2020/08/24,ENTERO,<10,69912E90674879844F4B0C573CBB1D2B
OCEAN#15_SL,2020/08/03,COLI_E,41,37637A974B8DA48BA02336B2230F594E
OCEAN#15_SL,2020/08/03,COLI_TOTAL,676,8D42F66B8051358C3EB1915C8ED62B2F
OCEAN#15_SL,2020/08/03,ENTERO,31,91A951E46E414FF1F56FB09B3613EBEC
OCEAN#15EAST_SL,2020/08/17,COLI_E,<10,8D9A05FAE59B2B07DBDB60FB3271B65E
OCEAN#15EAST_SL,2020/08/17,COLI_TOTAL,20,9B432E719B703ABA3E52FC57546690BD
OCEAN#15EAST_SL,2020/08/17,ENTERO,<10,6E9D4C7F3ABA71BA5E5CCC9B5680F4AC
